;Version, 1, 0
;/M0/D (vgs=0),;/M0/D (vgs=0.5),;/M0/D (vgs=1),;/M0/D (vgs=1.5),;/M0/D (vgs=2),;/M0/D (vgs=2.5),;/M0/D (vgs=3),;/M0/D (vgs=3.5),;/M0/D (vgs=4),;/M0/D (vgs=4.5),;/M0/D (vgs=5)
;X, Y,;X, Y,;X, Y,;X, Y,;X, Y,;X, Y,;X, Y,;X, Y,;X, Y,;X, Y,;X, Y
;Re, Re,;Re, Re,;Re, Re,;Re, Re,;Re, Re,;Re, Re,;Re, Re,;Re, Re,;Re, Re,;Re, Re,;Re, Re
;dc, I,;dc, I,;dc, I,;dc, I,;dc, I,;dc, I,;dc, I,;dc, I,;dc, I,;dc, I,;dc, I
;V, A,;V, A,;V, A,;V, A,;V, A,;V, A,;V, A,;V, A,;V, A,;V, A,;V, A
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,1.193051383908733e-13,0.1,7.707179865386954e-10,0.1,3.63135915917033e-06,0.1,1.488676633003246e-05,0.1,2.263267590938194e-05,0.1,2.816757420297893e-05,0.1,3.229522926712893e-05,0.1,3.547632650683659e-05,0.1,3.799158169408652e-05,0.1,4.002135488984363e-05,0.1,4.168669414876372e-05
0.2,2.198939008948338e-13,0.2,8.195163148724981e-10,0.2,4.653001715710322e-06,0.2,2.662930444154626e-05,0.2,4.256889578949108e-05,0.2,5.400998341869495e-05,0.2,6.255864923696107e-05,0.2,6.915504064039301e-05,0.2,7.437577543795609e-05,0.2,7.859244325583058e-05,0.2,8.205485467613294e-05
0.3,3.203749132481598e-13,0.3,8.593617714022269e-10,0.3,4.882841431958597e-06,0.3,3.526061574089855e-05,0.3,5.981748345310592e-05,0.3,7.753139947753803e-05,0.3,9.079244254847362e-05,0.3,0.0001010372866131236,0.3,0.0001091531317953674,0.3,0.0001157134584681573,0.3,0.0001211044536444595
0.4,4.208441118288967e-13,0.4,8.982201090311324e-10,0.4,5.025047967507417e-06,0.4,4.086589096739285e-05,0.4,7.438716493751516e-05,0.4,9.873574182012067e-05,0.4,0.0001169986677157903,0.4,0.0001311241459899731,0.4,0.0001423241674570353,0.4,0.0001513845743922719,0.4,0.0001588354512618945
0.5,5.213115942291992e-13,0.5,9.369292737337997e-10,0.5,5.149060593105496e-06,0.5,4.384794959425347e-05,0.5,8.628605488941411e-05,0.5,0.0001176263227158792,0.5,0.0001411791444484685,0.5,0.000159416594249324,0.5,0.0001738893463957948,0.5,0.000185605936337598,0.5,0.0001952477911850578
0.6,6.217797756082099e-13,0.6,9.756896326576186e-10,0.6,5.266470513631507e-06,0.6,4.530483431170107e-05,0.6,9.552079545279849e-05,0.6,0.0001342049026372301,0.6,0.0001633352129292579,0.6,0.0001859154220248689,0.6,0.0002038490488858402,0.6,0.000218377647181605,0.6,0.0002303413936834627
0.7,7.222494935717344e-13,0.7,1.014570642174898e-09,0.7,5.380784033777329e-06,0.7,4.61858552094162e-05,0.7,0.0001021126745467602,0.7,0.0001484689996087828,0.7,0.0001834672005942786,0.7,0.0002106210870387288,0.7,0.0002322035192684674,0.7,0.0002496997457125719,0.7,0.0002641161455677107
0.7999999999999999,8.227211107160428e-13,0.7999999999999999,1.053602339454109e-09,0.7999999999999999,5.493431342038384e-06,0.7999999999999999,4.684839010116772e-05,0.7999999999999999,0.0001062804884909269,0.7999999999999999,0.0001604039391591877,0.7999999999999999,0.0002015731649457043,0.7999999999999999,0.0002335334236258203,0.7999999999999999,0.0002589527752394461,0.7999999999999999,0.0002795721720926093,0.7999999999999999,0.0002965718851061571
0.8999999999999999,9.231948099779671e-13,0.8999999999999999,1.092799851070438e-09,0.8999999999999999,5.605107437035556e-06,0.8999999999999999,4.741081703371143e-05,0.8999999999999999,0.0001087674410639572,0.8999999999999999,0.0001699628638904336,0.8999999999999999,0.0002176457242988097,0.8999999999999999,0.0002546510441632429,0.8999999999999999,0.0002840964448792242,0.8999999999999999,0.0003079947114263018,0.8999999999999999,0.0003277083790232107
0.9999999999999999,1.023670695073799e-12,0.9999999999999999,1.132171727991994e-09,0.9999999999999999,5.716191521947985e-06,0.9999999999999999,4.791983687110093e-05,0.9999999999999999,0.0001103956971623022,0.9999999999999999,0.0001770672809972183,0.9999999999999999,0.0002316636186368228,0.9999999999999999,0.0002739700351274489,0.9999999999999999,0.0003076334622975069,0.9999999999999999,0.0003349668989862068,0.9999999999999999,0.0003575252867050069
1.1,1.124148830689347e-12,1.1,1.171723280980458e-09,1.1,5.82690835135398e-06,1.1,4.839716899096227e-05,1.1,0.0001116114143189445,1.1,0.0001818530211725108,1.1,0.0002435696929290344,1.1,0.0002914809424915674,1.1,0.0003295614736573631,1.1,0.0003604878560180432,1.1,0.0003860221032222428
1.2,1.22462926059297e-12,1.2,1.211458083939717e-09,1.2,5.937399708742593e-06,1.2,4.885421429779776e-05,1.2,0.0001126117174783989,1.2,0.0001849690824066801,1.2,0.0002532314317829901,1.2,0.0003071614183254289,1.2,0.0003498756196075412,1.2,0.0003845559951169431,1.2,0.0004131980663055558
1.3,1.325112016578051e-12,1.3,1.251378716194488e-09,1.3,6.047759508351254e-06,1.3,4.929751596893011e-05,1.3,0.0001134881248953556,1.3,0.0001871364687788657,1.3,0.0002604907972872678,1.3,0.0003209580151507244,1.3,0.000368565904805328,1.3,0.0004071684703168056,1.3,0.0004390520000912276
1.4,1.425597123208982e-12,1.4,1.29148715645837e-09,1.4,6.158052449306966e-06,1.4,4.973109285415288e-05,1.4,0.0001142874100194481,1.4,0.0001887903351492087,1.4,0.0002655283611070925,1.4,0.0003327470146781331,1.4,0.0003856112250166714,1.4,0.0004283201049048487,1.4,0.0004635820441801782
1.5,1.526084600492479e-12,1.5,1.33178500459328e-09,1.5,6.268324569563331e-06,1.5,5.015754808573668e-05,1.5,0.0001150356404752983,1.5,0.0001901514308711975,1.5,0.0002689906858284102,1.5,0.0003423033516730289,1.5,0.0004009654226793006,1.5,0.0004480012010082139,1.5,0.0004867851668905549
1.6,1.626574465455942e-12,1.6,1.372273612675867e-09,1.6,6.378609529363404e-06,1.6,5.057864136675629e-05,1.6,0.0001157484041405009,1.6,0.0001913337135531888,1.6,0.0002715115384534764,1.6,0.000349474545381476,1.6,0.0004145264523496625,1.6,0.0004661928555772336,1.6,0.0005086562560235859
